Titre du poste,Entreprise,Secteur d'activite,Localisation geographique,Competences requises,Niveau d'experience requis,Type de contrat,Date de publication,URL source de l'offre
Agent de livraison et recuperation a marrakech,Marrakech Location Voiture,Automobile,Marrakech,,,A discuter,28 Apr-14:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10369051/AGENT-DE-LIVRAISON-ET-RECUPERATION-A-MARRAKECH.html
Aides-comptables et stagiaires en comptabilité (f),,Comptabilité / Gestion / Audit,Casablanca,"formation bac+2/3 en comptabilite/gestion. maitrise des outils informatiques et des logiciels de comptabilite. rigueur, discretion et sens de l'organisation.",,CDI,28 Apr-14:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370136/Aides-Comptables-et-Stagiaires-en-Comptabilité-(F).html
Infographiste / graphiste (h/f),URBA PERFECT,Marketing / Communication / Publicité / Rp,Casablanca,"formation en infographie ou design graphique experience de 2 a 4 ans souhaitee maitrise de la suite adobe (photoshop, illustrator, indesign) bonne maitrise de powerpoint creativite, rigueur et respect des delais - conditions et avantages environnement structure projets varies possibilites devolution remuneration competitive - candidature envoyer votre cv + portfolio + photo via ce site","de 2 a 4 ans souhaitee maitrise de la suite adobe (photoshop, illustrator, indesign) bonne maitrise de powerpoint creativite, rigueur et respect des delais - conditions et avantages environnement structure projets varies possibilites devolution remuneration competitive - candidature envoyer votre cv + portfolio + photo via ce site",A discuter,28 Apr-14:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362154/Infographiste-Graphiste-(HF).html
Responsable ressources humaines (h/f)- hotel,BEINTERIM,Tourisme / Hôtellerie / Restauration,Casablanca,"bac+3 / bac+5 en ressources humaines ou equivalent experience confirmee dans un poste similaire, idealement en hotellerie bonne maitrise du droit du travail et des outils rh sens de lorganisation, confidentialite et leadership bon relationnel et esprit dequipe","confirmee dans un poste similaire, idealement en hotellerie bonne maitrise du droit du travail et des outils rh sens de lorganisation, confidentialite et leadership bon relationnel et esprit dequipe",CDI,28 Apr-13:57,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371000/RESPONSABLE-RESSOURCES-HUMAINES-(HF)-HOTEL.html
Gérants magasins - tanger,,Grande Distribution,Tanger,,,CDI,28 Apr-13:57,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10346613/Gérants-magasins-Tanger.html
Assistante,MPI,Comptabilité / Gestion / Audit,Casablanca,,vente exigee profil oriente resultats (remuneration et moyens evolutifs selon performance). pourquoi nous rejoindre ?,A discuter,28 Apr-13:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363788/Assistante.html
Kinésithérapeutes-aéroport casablanca & marrakech,Centre de bien être,Santé / Médical,Marrakech,"diplome en kinesitherapie * bon niveau en francais et en anglais * sens du service, serieux et presentation soignee conditions :",,Anapec,28 Apr-13:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362145/Kinésithérapeutes-Aéroport-Casablanca-et-Marrakech.html
Assistante de direction,URBA PERFECT,Accueil / Secrétariat / Administration,Casablanca,formation bac+3 a bac+5 en gestion ou equivalent experience minimum 3 ans dans un poste similaire excellente maitrise du francais bonne maitrise de larabe anglais souhaite tres bonne maitrise des outils bureautiques presentation irreprochable et sens de la confidentialite conditions et avantages environnement structure proximite avec la direction generale possibilites devolution,minimum 3 ans dans un poste similaire excellente maitrise du francais bonne maitrise de larabe anglais souhaite tres bonne maitrise des outils bureautiques presentation irreprochable et sens de la confidentialite conditions et avantages environnement structure proximite avec la direction generale possibilites devolution,A discuter,28 Apr-13:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362142/Assistante-de-Direction.html
Responsable de pâtisserie adjoint,La Terrasse des épices,Tourisme / Hôtellerie / Restauration,Marrakech,experience probante dans la meme,probante dans la meme,A discuter,28 Apr-13:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365374/Responsable-de-pâtisserie-adjoint.html
Chargé clientèle et traitement de conformité,Olfcenter,Autre,Casablanca,"- excellente maitrise du francais a loral (critere obligatoire et eliminatoire) - tres bonne elocution et capacite a tenir une conversation professionnelle fluide - aisance telephonique et sens de lecoute - rigueur et sens du detail - maitrise des outils informatiques de base - serieux(se), ponctuel(le) et professionnel(le) nous offrons : - un environnement de travail structure et professionnel - une",,CDI,28 Apr-13:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365356/Chargé-clientèle-et-traitement-de-conformité.html
Comptable confirmé(e),URBA PERFECT,Comptabilité / Gestion / Audit,Casablanca,"bac+3 a bac+5 en comptabilite ou finance 3 a 5 ans dexperience minimum maitrise des normes comptables marocaines bonne maitrise des outils comptables et excel rigueur, organisation et esprit danalyse conditions et avantages environnement structure possibilite devolution","minimum maitrise des normes comptables marocaines bonne maitrise des outils comptables et excel rigueur, organisation et esprit danalyse conditions et avantages environnement structure possibilite devolution",A discuter,28 Apr-13:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362136/Comptable-Confirmé(e).html
Commerciaux en immobilier (h/f),URBA PERFECT,Commercial / Vente,Casablanca,maitrise des techniques de vente et de negociation bonne comprehension du processus de vente immobiliere (vefa est un plus) connaissance du marche immobilier marocain appreciee maitrise des outils bureautiques et crm exigences mobilite terrain vehicule personnel souhaite objectifs & kpis nombre de prospects generes mensuellement taux de trans,experience en immobilier fortement souhaitee experience commerciale exigee (b2c ou b2b) debutants a fort potentiels acceptes avec,A discuter,28 Apr-13:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362133/Commerciaux-en-Immobilier-(HF).html
Agent de production de parfums à sidi maarouf,Sentel,Industrie / Ingénierie / Energie,Casablanca,,en production appreciee * rigueur et sens du detail * capacite a travailler en equipe et sous pression poste base a casablanca sidi maarouf. disponibilite immediate souhaitee.,CDI,28 Apr-13:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10369384/Agent-de-production-de-parfums-à-Sidi-maarouf.html
Assistante import export,,Transport / Achat / Logistique,Casablanca,,de deux ans minimum en transport international,A discuter,28 Apr-13:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367741/ASSISTANTE-IMPORT-EXPORT.html
Assistant (e) ressources humaines - tetouan,,Transport / Achat / Logistique,Tetouan,"- bac+2 / bac+3 gestion, rh ou equivalent - maitrise des outils bureautique",,A discuter,28 Apr-13:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363022/Assistant-(e)-Ressources-Humaines-Tetouan.html
Commercial terrain - rabat/salé/kenitra et environs,Wafr,Commercial / Vente,Salé,,,A discuter,28 Apr-13:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370114/Commercial-terrain-rabatsalékenitra-et-environs.html
Appel À candidatures - enseignats (es),Groupe Scolaire Nouvel Horizon,Education / Social / Petite Enfance,Meknès,", des profils innovants et des experiences diversifiees. nous recherchons : - des enseignants(es) du primaire, du college et du lycee (toutes matieres) - des educatrices(teurs) du prescolaire (experience exigee)","s diversifiees. nous recherchons : - des enseignants(es) du primaire, du college et du lycee (toutes matieres) - des educatrices(teurs) du prescolaire (experience exigee)",CDI,28 Apr-13:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361285/Appel-À-candidatures-enseignats-(es).html
Fiduciaire offre stages,Cabinet de Comptabilité,Comptabilité / Gestion / Audit,Casablanca,"requises : connaissance des principes de base de la comptabilite generale. maitrise des outils informatiques (excel, logiciels comptables apprecies). sens de lorganisation, rigueur et confidentialite. capacite a travailler en equipe et a respecter les delais.",souhaitee : une premiere experience dau moins 3 mois dans un cabinet comptable est fortement souhaites.,Stage,28 Apr-13:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361262/Fiduciaire-offre-Stages.html
Commercial terrain - marrakech - besoin immédiat,Wafr,Commercial / Vente,Marrakech,,,A discuter,28 Apr-13:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370108/Commercial-terrain-Marrakech-Besoin-immédiat.html
Commercial terrain - tanger - besoin immédiat,Wafr,Commercial / Vente,Tanger,,,A discuter,28 Apr-13:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370101/Commercial-terrain-Tanger-Besoin-immédiat.html
IngÉnieur commercial ( electrique ),SARL,Industrie / Ingénierie / Energie,Deroua,,dans le reseau electrique. poste base a zone industrielle sapino - deroua disponibilite,CDI,28 Apr-13:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10364380/INGÉNIEUR-COMMERCIAL-(-ELECTRIQUE-).html
Gestionnaire comptable expérimenté,CYB,Comptabilité / Gestion / Audit,Rabat,"rapide (comptabilite, fiscalite, social) des perspectives devolution reelles","obligatoire en cabinet dexpertise comptable ou fiduciaire bonne maitrise des normes comptables marocaines et de la fiscalite connaissance du traitement de la paie et des obligations sociales (cnss, ir) maitrise des outils informatiques (sage, excel...) rigueur, autonomie, sens de lorganisation et respect des delais",CDI,28 Apr-13:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361289/Gestionnaire-Comptable-Expérimenté.html
Commercial terrain - casablanca - besoin immédiat,Wafr,Commercial / Vente,Casablanca,,,A discuter,28 Apr-13:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370096/Commercial-terrain-casablanca-besoin-immédiat.html
Magasinier,entreprise,Autre,Casablanca,,,,28 Apr-13:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10369015/MAGASINIER.html
Ingénieur Électricité / ingén fluide / modeleur-proj,GETB INGENIERIE,Construction / Btp,Casablanca,"(commun aux trois postes) diplome en adequation avec le poste vise (ingenieur detat pour les postes dingenieur). experience de 2 ans minimum sur des projets batiment tce (debutants motives etudies pour le poste de projeteur). bonne maitrise du francais, a lecrit comme a loral. sens de lorganisation, esprit danalyse et capacite a travailler en mode projet. disponibilite, rigueur technique et aptitude au travail en equipe pluridisciplinaire - candidature merci dadresser votre cv accompagne dune lettre de motivation, en precisant clairement le poste vise dans lobjet du message via ce site.","en etudes cfo/cfa maitrise de caneco, dialux, autocad dimensionnement tgbt, eclairage, courants faibles redaction cctp, dpgf, notes de calcul ingenieur fluides / thermique diplome dingenieur detat en genie climatique / energetique etudes cvc, plomberie, desenfumage, protection incendie maitrise de pleiades, cfd, autocad bilans thermiques et calculs de deperditions connaissance rtcm et normes marocaines modeleur-projeteur cad/revit - diplome en genie civil, electricite ou fluides maitrise imperative de revit (mep / archi / struct) bonne pratique dautocad 2d/3d production de plans dexecution et syntheses bim rigueur, autonomie, esprit dequipe",CDI,28 Apr-13:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365347/Ingénieur-Électricité-ingén-fluide-modeleur-proj.html
Commercial(e) en ameublement / tanger,TANKIT,Commercial / Vente,Tanger,"bac+2/3 en commerce ou equivalent experience en vente, idealement en ameublement ou decoration excellent sens du service et relationnel gout pour le design et lamenagement interieur dynamisme, persuasion et esprit commercial - nous offrons : un cadre de travail motivant une remuneration attractive avec com","en vente, idealement en ameublement ou decoration excellent sens du service et relationnel gout pour le design et lamenagement interieur dynamisme, persuasion et esprit commercial - nous offrons : un cadre de travail motivant une remuneration attractive avec com",CDI,28 Apr-13:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368442/Commercial(e)-en-ameublement-tanger.html
Chargé (e) de compte commercial,SARL,Transport / Achat / Logistique,Casablanca,"bac+3 a bac+5 (commerce, logistique ou equivalent) experience minimum de 3 ans en commercial b2b (transport/logistique est un plus) excellentes capacites de communication et de negociation sens du resultat et orientation performance esprit analytique et capacite dadaptation autonomie et proactivite - ce que nous offrons environnement dynamique et en forte croissance opportunites devolution rapide remuneration attractive (fixe + variable)",minimum de 3 ans en commercial b2b (transport/logistique est un plus) excellentes capacites de communication et de negociation sens du resultat et orientation performance esprit analytique et capacite dadaptation autonomie et proactivite - ce que nous offrons environnement dynamique et en forte croissance opportunites devolution rapide remuneration attractive (fixe + variable),CDI,28 Apr-13:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370076/chargé-(e)-de-compte-commercial.html
Assistant(e) rh / chargé(e) de recrutement,TANKIT,Ressources Humaines / Recrutement / Intérim,Tanger,"- bac+2/3 en ressources humaines ou equivalent - premiere experience en recrutement souhaitee - excellentes capacites de communication et decoute - sens de lorganisation et gestion des priorites - dynamisme, reactivite et esprit dequipe nous offrons : - un environnement de travail professionnel et dynamique - une experience enrichissante dans les ressources humaines - des perspectives devolution poste base a : tanger - disponibilite : immediate","en recrutement souhaitee - excellentes capacites de communication et decoute - sens de lorganisation et gestion des priorites - dynamisme, reactivite et esprit dequipe nous offrons : - un environnement de travail professionnel et dynamique - une experience enrichissante dans les ressources humaines - des perspectives devolution poste base a : tanger - disponibilite : immediate",CDI,28 Apr-13:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368432/Assistant(e)-RH-Chargé(e)-de-Recrutement.html
Administrateur des ventes,SAFE JOB,Industrie / Ingénierie / Energie,Casablanca,,,Interim,28 Apr-13:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367710/Administrateur-des-ventes.html
Responsable marketing & développement commercial,Cabo azul,Marketing / Communication / Publicité / Rp,Casablanca,experience en marketing immobilier ou generation de leads bonne maitrise du digital marketing et des outils dacquisition esprit oriente resultats et ventes excellent relationnel et capacite a developper un reseau de partenaires,en marketing immobilier ou generation de leads bonne maitrise du digital marketing et des outils dacquisition esprit oriente resultats et ventes excellent relationnel et capacite a developper un reseau de partenaires,A discuter,28 Apr-12:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366942/Responsable-Marketing-et-Développement-Commercial.html
Un agent de tracking / shift nuit / tanger,transport logistique,Transport / Achat / Logistique,Tanger,,,A discuter,28 Apr-12:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366172/Un-agent-de-tracking-shift-nuit-Tanger.html
Développeuse web – casablanca,,Informatique / Multimédia / Internet,Casablanca,,apres la,A discuter,28 Apr-12:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368423/Développeuse-web-–-casablanca.html
Kinésithérapeutes-aéroport casablanca & marrakech,Centre de bien être,Santé / Médical,Casablanca,"diplome en kinesitherapie * bon niveau en francais et en anglais * sens du service, serieux et presentation soignee conditions :",,Anapec,28 Apr-12:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367682/Kinésithérapeutes-Aéroport-Casablanca-et-Marrakech.html
Comptable,,Comptabilité / Gestion / Audit,Casablanca,"formation bac+3en comptabilite, gestion ou finance premiere experience en cabinet souhaitee bonne maitrise des outils comptables (sage, excel...) connaissance de la reglementation fiscale marocaine rigueur, organisation et esprit danalyse","en cabinet souhaitee bonne maitrise des outils comptables (sage, excel...) connaissance de la reglementation fiscale marocaine rigueur, organisation et esprit danalyse",CDI,28 Apr-12:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366159/Comptable.html
Responsable service marché public,CANALCO SARL,Construction / Btp,Marrakech,"bac+2 a bac+5 (gestion, metre, genie civil,ou equivalent) experience confirmee dans un poste similaire bonne connaissance des marches publics et metre. maitrise des outils bureautiques (word, excel,autocad etc.) esprit danalyse, rigueur et organisation bon niveau en francais (larabe est un plus) - localisation : marrakech - type de","confirmee dans un poste similaire bonne connaissance des marches publics et metre. maitrise des outils bureautiques (word, excel,autocad etc.) esprit danalyse, rigueur et organisation bon niveau en francais (larabe est un plus) - localisation : marrakech - type de",CDI,28 Apr-12:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363732/responsable-service-marché-public.html
Plusieurs postes (restaurant) / tanger,PAMPAM,Tourisme / Hôtellerie / Restauration,Tanger,experience souhaitee dans le,souhaitee dans le,Anapec,28 Apr-12:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362086/Plusieurs-postes-(restaurant)-tanger.html
Responsable appel d'offres,IPTPOWERTECH,Accueil / Secrétariat / Administration,Casablanca,,"confirmee ( 3 ans) en gestion dappels doffres et prospection de marches. - anglais : niveau intermediaire minimum. - qualites personnelles : sens de lorganisation, rig",CDI,28 Apr-12:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361244/Responsable-appel-doffres.html
Contrôleur qualité ain sebaa,,Autre,Casablanca,,,Interim,28 Apr-12:43,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370917/Contrôleur-Qualité-Ain-Sebaa.html
Dessinateur projeteur – menuiserie aluminium,,Autre,Casablanca,"experience obligatoire en menuiserie aluminium - bonne maitrise de autocad - connaissance des systemes aluminium et du vitrage - rigueur, autonomie et sens du detail objectif du poste - produire des plans fiables et exploitables en fabrication, en respectant les contraintes techniques et les delais.","obligatoire en menuiserie aluminium - bonne maitrise de autocad - connaissance des systemes aluminium et du vitrage - rigueur, autonomie et sens du detail objectif du poste - produire des plans fiables et exploitables en fabrication, en respectant les contraintes techniques et les delais.",CDI,28 Apr-12:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370911/Dessinateur-Projeteur-–-Menuiserie-Aluminium.html
Commercial immobilier,JALIL,Commercial / Vente,Casablanca,"formation en commerce, immobilier ou equivalent experience en vente appreciee excellent sens du relationnel et de la negociation autonomie, motivation et esprit commercial bonne presentation","en vente appreciee excellent sens du relationnel et de la negociation autonomie, motivation et esprit commercial bonne presentation",CDI,28 Apr-12:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366155/commercial-immobilier.html
Operatrice de sasie,PRODUCTION AGROALIMENTAIRE,Accueil / Secrétariat / Administration,Nouaceur,maitrise du logiciel sage bonne maitrise dexcel et des outils bureautiques capacite a saisir rapidement et avec precision maitrise des outils informatiques,souhaitee en saisie ou comptabilite une experience sur sage est un fort atout - transport assuree par la societe,A discuter,28 Apr-12:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362957/OPERATRICE-DE-SASIE.html
Soudeur ain sebaa,,Autre,Casablanca,,,Interim,28 Apr-12:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10360974/Soudeur-Ain-Sebaa.html
Assistante rh en intérim,PJ,Accueil / Secrétariat / Administration,Casablanca,"en communication, rigueur et respect de la confidentialite. - connaissance des bases du droit du travail.","en administration du personnel. - autonome, organise(e) et capable de gerer les priorites dans un environnement dynamique. - bonnes",Interim,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10343518/Assistante-RH-en-intérim.html
Vendeuse expérimentée / casablanca,,Commercial / Vente,Casablanca,"excellent sens du relationnel et du service client. presentation soignee et attitude professionnelle. esprit dequipe, dynamisme et polyvalence","client unique. vous accueillez, conseillez et accompagnez la clientele dans ses achats, tout en veillant a la mise en valeur des produits et au maintien de limage raffinee du magasin.",Interim,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10258937/Vendeuse-expérimentée-casablanca.html
Une assistante commerciale à casablanca,PJ,Commercial / Vente,Casablanca,"organisation, rigueur, gestion des priorites - experience : une premiere experience similaire est souhaitee",une premiere experience similaire est souhaitee,CDI,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365952/Une-Assistante-commerciale-à-Casablanca.html
Stagiaire en comptabilité / casablanca / bac+2,PJ,Comptabilité / Gestion / Audit,Casablanca,"formation en comptabilite / gestion (bac+2 ou plus) bonne maitrise dexcel rigueur, confidentialite et sens des responsabilites motivation pour evoluer en cabinet fiduciaire nous offrons : stage remunere encadrement et apprentissage pratique possibilite dintegration apres le stage",,Stage,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10160158/Stagiaire-en-comptabilité-casablanca-bac2.html
Vendeur(se) à l’aéroport d’agadir &casablanca,Cosmétique bio,Commercial / Vente,Agadir,- experience en vente obligatoire - etre motorise(e) (obligatoire) - bonne maitrise du francais et de langlais - presentation soignee et sens du service client - disponible en horaires flexibles - capable dassurer des shifts de nuit nous offrons,en vente obligatoire - etre motorise(e) (obligatoire) - bonne maitrise du francais et de langlais - presentation soignee et sens du service client - disponible en horaires flexibles - capable dassurer des shifts de nuit nous offrons,Anapec,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370038/Vendeur(se)-à-l’aéroport-d’Agadir-et-Casablanca.html
Automaticien,SARL,Industrie / Ingénierie / Energie,Deroua,en electronique - programmation - informatique industrielle - regulation des processus votre profil : de,en tant que technicien maintenance dans une industrie.,CDI,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362082/AUTOMATICIEN.html
Assistante commerciale,importateur distributeur,Commercial / Vente,Casablanca,,"dans le secteur industriel, btp ou plomberie souhaitee - bonne maitrise de loutils informatique (excel /sage) - serieuse, organisee, reactive, avec un bon sens du service client merci denvoyer votre cv via ce site marocannonces",CDI,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361225/assistante-commerciale.html
Responsable de magasin (f),,Commercial / Vente,Casablanca,"femme (+40 ans) serieuse, mature et responsable experience confirmee en gestion de magasin bonne maitrise des techniques de vente capacite a gerer une equipe et atteindre les objectifs sens du service client et de lorganisation",confirmee en gestion de magasin bonne maitrise des techniques de vente capacite a gerer une equipe et atteindre les objectifs sens du service client et de lorganisation,Interim,28 Apr-12:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10336845/Responsable-de-Magasin-(F).html
Comptable pour un cabinet fiduciaire / casablanca,Pj,Comptabilité / Gestion / Audit,Casablanca,,"souhaitee, notamment dans letablissement du bilan.",CDI,28 Apr-12:29,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10171317/Comptable-pour-un-cabinet-fiduciaire-casablanca.html
Commercial dans le domaine de l'intérim / casablanca,PJ,Commercial / Vente,Casablanca,"requises incluent une bonne maitrise des processus rh et administratifs, ainsi quune aisance redactionnelle et communicationnelle en francais.",dans une societe dinterim. les,CDI,28 Apr-12:29,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10274187/Commercial-dans-le-domaine-de-lintérim-casablanca.html
Infographiste/assistante polyvalente,MEDICALEX,Santé / Médical,Casablanca,"formation en infographie, design graphique ou equivalent maitrise des logiciels : adobe photoshop, illustrator, indesign maitrise des outils bureautiques creativite, sens du detail et respect des delais capacite a travailler en equipe et autonomie in",,CDI,28 Apr-12:28,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370900/INFOGRAPHISTEASSISTANTE-POLYVALENTE.html
Charge (e) marketing digital,,Marketing / Communication / Publicité / Rp,Casablanca,"requises : - bonne maitrise du marketing digital ; - gestion de reseaux sociaux : bonne maitrise de google ads/ bonne maitrise de meta pour lancement des campagnes publicitaires. - aisance redactionnelle ; - gestion de site web e-commerce (wordpress) , - referencement seo...; - bonne maitrise des outils bureautiques, caneva... ; - bonne elocution en francais ; profil : bac+5 dans une ecole de commerce avec une specialite marketing et 3 ans d'experience en tant que responsable marketing digital. si vous vous retrouvez dans ce profil, ecrivez nous vite.",dans un poste similaire et un esprit creatif.,A discuter,28 Apr-12:21,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370891/Charge-(e)-Marketing-Digital.html
Frigoriste - saidia,Confidentiel,Maintenance / Entretien,Saidia,,5000 a 5500 dh,Interim,28 Apr-12:21,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370888/Frigoriste-SAIDIA.html
Comptable expérimentée,GEO4NET,Informatique / Multimédia / Internet,Casablanca,"formation bac+3 ou bac+5 en comptabilite ou equivalent experience minimum de 3 ans, idealement en cabinet dexpertise comptable ou en","minimum de 3 ans, idealement en cabinet dexpertise comptable ou en",A discuter,28 Apr-12:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10364330/Comptable-expérimentée.html
Commercial(e) / assistante commerciale,TONER DISTRIBUTION,Commercial / Vente,Casablanca,"serieux(se), dynamique et organise(e) bonne presentation et sens du relationnel maitrise des outils informatiques : sage commercial microsoft excel microsoft word bonne utilisation des reseaux sociaux (facebook, whatsapp, etc.)",,A discuter,28 Apr-12:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361201/Commercial(e)-Assistante-Commerciale.html
Réceptionniste,Confidential,Tourisme / Hôtellerie / Restauration,Rabat,"formation en hotellerie, tourisme ou equivalent experience souhaitee dans un poste similaire francais courant exige anglais souhaitable excellente presentation et sens de laccueil organisation, reactivite et esprit dequipe","souhaitee dans un poste similaire francais courant exige anglais souhaitable excellente presentation et sens de laccueil organisation, reactivite et esprit dequipe",,28 Apr-12:14,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370881/Réceptionniste.html
توظيف العمال الزراعيين في مدينة الناظور,BESTPROFIL,Agriculture / Environnement / Espaces Verts,Nador,( ) : 18 ( ) ( ),,Interim,28 Apr-12:10,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370876/توظيف-العمال-الزراعيين-في-مدينة-الناظور.html
Responsable des ressources humaines (h/f),Confidentiel,Comptabilité / Gestion / Audit,Kénitra,,"requise : minimum 5 ans - secteur : agro-alimentaire - disponibilite : poste a pourvoir rapidement dans le cadre dun renforcement de ses equipes, une",CDI,28 Apr-12:10,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366894/Responsable-des-Ressources-Humaines-(HF).html
Conducteur de ligne,HOTIN,Industrie / Ingénierie / Energie,Casablanca,,"en conduite de ligne - rigueur, autonomie et maitrise des outils industriels conditions",A discuter,28 Apr-12:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370871/Conducteur-de-ligne.html
"Chargé entretien, matériel et machinerie",---,Maintenance / Entretien,Casablanca,,,CDI,28 Apr-12:05,"https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370869/Chargé-Entretien,-Matériel-et-Machinerie.html"
Receptionniste spa - marrakech,,Tourisme / Hôtellerie / Restauration,Marrakech,,,,28 Apr-12:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370863/RECEPTIONNISTE-SPA-MARRAKECH.html
Technico-commercial(e) h/f / magasinier industriel,Confidentiel,Industrie / Ingénierie / Energie,Casablanca,,"en pose de menuiserie industrielle ( portes, placardes) -excellent relationnel, rigueur technique et sens de l'organisation, bonne communication et prise de contact, redaction des pv -permis b requis ( deplacements frequents ) -bac+2 avec plus de 3 ans d'experiences magasinier industriel (homme)",A discuter,28 Apr-12:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368379/Technico-Commercial(e)-HF-Magasinier-industriel.html
Assistante administatif & comptable,entreprise,Comptabilité / Gestion / Audit,Casablanca,,,,28 Apr-12:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367641/assistante-administatif-et-comptable.html
Comptable expérimenté,Fiduciaire Internationale,Comptabilité / Gestion / Audit,Casablanca,"maitrise des normes comptables et fiscales locales et internationales. qualites personnelles : rigueur, sens de lorganisation et esprit analytique. autonomie et capacite a travailler efficacement en equipe. excellentes","minimum 2 ans dexperience reussie en comptabilite, idealement au sein dun cabinet dexpertise comptable.",A discuter,28 Apr-12:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366123/Comptable-Expérimenté.html
إعلان توظيف – حراس أمن (security guards),AJOUAMI GROUP OF SECURITAS,Sécurité / Surveillance / Gardiennage,Tanger,,,A discuter,28 Apr-12:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361189/إعلان-توظيف-–-حراس-أمن-(Security-Guards).html
